Data_Source,phcf_uuid,edrpou,phcf_title,care_type_en,care_type_uk,sdps,email,website,phone,owner_name,address,lat,lng,Admin1_Pcode,Admin1_Name,Admin2_Pcode,Admin2_Name,Admin3_Pcode,Admin3_Name,Admin4_Pcode,Admin4_Name,edrpou_raw,gov_type,Trained,Kobo_Trained
NHSU Dataset,0366fa21-74b0-4208-b2fb-1de6ebab13b6,ID_44119515,КНП ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ БОРАТИНСЬКОЇ СІЛЬСЬКОЇ РАДИ,Primary,Первинна,,knp.cpmsd.bsr@gmail.com,,tel:3.80952E+11,Чертюк Оксана Петрівна,"Україна, 45605, Волинська обл., Луцький р-н, село Боратин, вул.Центральна, будинок 2А",50.700524,25.354996,UA07,Volynska,UA0708,Lutskyi,UA0708003,Boratynska,UA0708003001,Boratyn,44119515,public,0,
NHSU Dataset,03841d1a-cf0b-446f-a67d-9becbeebeaf2,ID_42244782,КНП БУРШТИНСЬКИЙ МІСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ БУРШТИНСЬКОЇ МІСЬКОЇ РАДИ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСТІ,Primary,Первинна,,burshtyn.pervynka@gmail.com,,tel:3.80344E+11,Савчин Оксана Михайлівна,"Україна, 77111, Івано-Франківська обл., місто Бурштин(пн), ВУЛИЦЯ ШУХЕВИЧА, будинок 15",49.24881,24.62759,UA26,Ivano-Frankivska,UA2604,Ivano-Frankivskyi,UA2604007,Burshtynska,UA2604007001,Burshtyn,42244782,public,0,
NHSU Dataset,039b5390-5877-4d3f-902b-003ca7b18ccd,ID_03003683,КНП МІСЬКА ПОЛІКЛІНІКА №17 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ,Specialized,Спеціалізована,,gp17bud@ukr.net,,tel:3.80577E+11,Яковлева Олена Володимирівна,"Україна, 61166, Харківська обл., місто Харків, вул.Єніна Євгенія, будинок 4",50.01515,36.223036,UA63,Kharkivska,UA6312,Kharkivskyi,UA6312027,Kharkivska,UA6312027001,Kharkiv,3003683,public,0,
NHSU Dataset,03a366fa-450f-49ba-9e94-48130afc5c5d,ID_05481033,КНП СУМСЬКОЇ ОБЛАСНОЇ РАДИ СУМСЬКИЙ ОБЛАСНИЙ КЛІНІЧНИЙ ЛІКАРСЬКО-ФІЗКУЛЬТУРНИЙ ДИСПАНСЕР,Specialized,Спеціалізована,,fiz.dispanser2020@gmail.com,,tel:3.80543E+11,Ємець Наталія Анатоліївна,"Україна, 40022, Сумська обл., місто Суми, вул.Лучанська, будинок 44",50.921577,34.82204,UA59,Sumska,UA5908,Sumskyi,UA5908027,Sumska,UA5908027001,Sumy,5481033,public,0,
NHSU Dataset,03f0e063-7698-41d7-89a2-1655e2848de4,ID_02063387,КНП ТЕПЛОДАРСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ ТЕПЛОДАРСЬКОЇ МІСЬКОЇ РАДИ ОДЕСЬКОГО РАЙОНУ ОДЕСЬКОЇ ОБЛАСТІ,Primary,Первинна,,teplodar.cmltmr@gmail.com,,tel:3.80487E+11,Запорожан Майя Афанасіївна,"Україна, 65490, Одеська обл., Одеський р-н, місто Теплодар, вул.Польова, будинок 2",46.500815,30.324682,UA51,Odeska,UA5110,Odeskyi,UA5110031,Teplodarska,UA5110031001,Teplodar,2063387,public,0,
NHSU Dataset,040fecd9-6585-4910-97bb-c5bf6850016d,ID_40138204,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ РАЙОННА ПОЛІКЛІНІКА,Primary,Первинна,,rivne.clinicpr@gmail.com,,tel:3.80978E+11,Хаврук-Остапчук Марія Олегівна,"Україна, 33001, Рівненська обл., місто Рівне(з), вул.Дніпровська, будинок 4",50.620363,26.228126,UA56,Rivnenska,UA5606,Rivnenskyi,UA5606047,Rivnenska,UA5606047001,Rivne,40138204,public,0,
NHSU Dataset,0415eedc-6e31-4734-bb40-9d5a9bd72a47,ID_38031318,КНП МОГИЛІВ-ПОДІЛЬСЬКИЙ МІСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ МОГИЛІВ-ПОДІЛЬСЬКОЇ МІСЬКОЇ РАДИ,Primary,Первинна,,m.cpmsd@i.ua,,"tel:+380433763668, +380433763668",Череватова Наталя Павлівна,"Україна, 24000, Вінницька обл., Могилів-Подільський р-н, місто Могилів-Подільський, вул.Полтавська, будинок 89/2",48.458419,27.772002,UA05,Vinnytska,UA0508,Mohyliv-Podilskyi,UA0508005,Mohyliv-Podilska,UA0508005001,Mohyliv-Podilskyi,38031318,public,0,
NHSU Dataset,04160d1f-fa1b-4bee-823b-c349e9cca768,ID_02003511,КНП МІСЬКА БАГАТОПРОФІЛЬНА ЛІКАРНЯ № 18 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ,Specialized,Спеціалізована,,xgmb18_@ukr.net,,tel:3.80577E+11,Романенко Ольга Олександрівна,"Україна, 61110, Харківська обл., місто Харків, вул.Єдності, будинок 104",49.978145,36.330652,UA63,Kharkivska,UA6312,Kharkivskyi,UA6312027,Kharkivska,UA6312027001,Kharkiv,2003511,public,0,
NHSU Dataset,044afdfb-1746-4ad7-8a5f-54ef43f239b5,ID_26136949,КП ОБЛАСНИЙ ЦЕНТР ЕКСТРЕНОЇ МЕДИЧНОЇ ДОПОМОГИ ТА МЕДИЦИНИ КАТАСТРОФ ДНІПРОПЕТРОВСЬКОЇ ОБЛАСНОЇ РАДИ,,Екстрена,,adminrsmc@ukr.net,,tel:3.80564E+11,Шевченко Радій Анатолійович,"Україна, 49005, Дніпропетровська обл., місто Дніпро, ПЛОЩА СОБОРНА, будинок 14",48.456144,35.070031,UA12,Dnipropetrovska,UA1202,Dniprovskyi,UA1202001,Dniprovska,UA1202001001,Dnipro,26136949,public,0,
NHSU Dataset,0463cbe0-15b5-4808-b390-0ddef700f0aa,ID_43143387,КНП КОВАЛІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ КОВАЛІВСЬКОЇ СІЛЬСЬКОЇ РАДИ,Primary,Первинна,,kovalivska.knp@ukr.net,,tel:3.80972E+11,Сафронов Микола Миколайович,"Україна, 08652, Київська обл., Білоцерківський р-н, село Ковалівка, вул.Монастирська, будинок 1",49.982572,30.012383,UA32,Kyivska,UA3202,Bilotserkivskyi,UA3202007,Kovalivska,UA3202007001,Kovalivka,43143387,public,0,
NHSU Dataset,0475ca85-4319-4d1f-b908-0c9e4d1f1e2f,ID_02005832,КНП НОВОСЕЛИЦЬКА ЛІКАРНЯ НОВОСЕЛИЦЬКОЇ МІСЬКОЇ РАДИ ЧЕРНІВЕЦЬКОГО РАЙОНУ ЧЕРНІВЕЦЬКОЇ ОБЛАСТІ,Primary,Первинна,,novoselickarl@gmail.com,,tel:3.80954E+11,Романюк Руслан Ілліч,"Україна, 60300, Чернівецька обл., Чернівецький р-н, місто Новоселиця, пров.Карамзіна, будинок 1",48.222221,26.272395,UA73,Chernivetska,UA7306,Chernivetskyi,UA7306041,Novoselytska,UA7306041001,Novoselytsia,2005832,public,0,
NHSU Dataset,047bffcc-434a-43b8-a4df-bf6af79f22ba,ID_38978216,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ АЛТЕС-СУМИ,Primary,Первинна,,altessumy@ukr.net,,tel:3.80662E+11,Петрова Алла Сергіївна,"Україна, 40004, Сумська обл., місто Суми, вул.Хворостянка, будинок 3",50.921511,34.796768,UA59,Sumska,UA5908,Sumskyi,UA5908027,Sumska,UA5908027001,Sumy,38978216,public,0,
NHSU Dataset,0482ff70-869a-45f1-878f-458d8850596d,ID_01982896,КП ГОРОХІВСЬКА БАГАТОПРОФІЛЬНА ЛІКАРНЯ ГОРОХІВСЬКОЇ МІСЬКОЇ РАДИ,Specialized,Спеціалізована,,hospital.gor@gmail.com,,tel:3.80338E+11,Лащик Ігор Орестович,"Україна, 45701, Волинська обл., Луцький р-н, місто Горохів, вул.Паркова, будинок 22",50.496666,24.762037,UA07,Volynska,UA0708,Lutskyi,UA0708007,Horokhivska,UA0708007001,Horokhiv,1982896,public,0,
NHSU Dataset,0495fad2-44d6-4adc-8422-35a8e49354ae,ID_43507181,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ МАГНІТОМ,Specialized,Спеціалізована,,borispoznanskij@gmail.com,,tel:3.80675E+11,Познанський Борис ,"Україна, 65012, Одеська обл., місто Одеса, ВУЛИЦЯ КАНАТНА, будинок 85, квартира 24",46.46677,30.745686,UA51,Odeska,UA5110,Odeskyi,UA5110027,Odeska,UA5110027001,Odesa,43507181,public,0,
NHSU Dataset,049bb78b-aa58-43d7-8234-0ba61e78eb92,ID_43703222,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ МЕДІКАЛ АДВАНСТ,Primary,Первинна,,kh.ym@onclinic.com.ua,,"tel:+380996639970, +380800301177",Романова Катерина Юріївна,"Україна, 61044, Харківська обл., місто Харків, проспект Героїв Харкова, будинок 257",49.966001,36.324022,UA63,Kharkivska,UA6312,Kharkivskyi,UA6312027,Kharkivska,UA6312027001,Kharkiv,43703222,public,0,
NHSU Dataset,04a978d6-8383-4e7f-87d6-ca3cee7c948b,ID_37868949,КНП ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ ДОПОМОГИ М.БАХМУТА,Primary,Первинна,,artemcpmsd@ukr.net,,tel:3.80954E+11,Губська Людмила Олександрівна,"Україна, 84511, Донецька обл., Бахмутський р-н, місто Бахмут, вул.О.Сибірцева, будинок 15",48.59078,37.99942,UA14,Donetska,UA1402,Bakhmutskyi,UA1402001,Bakhmutska,UA1402001001,Bakhmut,37868949,public,0,
NHSU Dataset,04bde4e7-15b3-4066-b4d9-472980174daf,ID_38822156,КНП БЕРЕЗІВСЬКИЙ МІСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ БЕРЕЗІВСЬКОЇ МІСЬКОЇ РАДИ ОДЕСЬКОЇ ОБЛАСТІ,Primary,Первинна,,bercentrmed@ukr.net,,tel:3.80486E+11,Кондрашова Ірина Миколаївна,"Україна, 67300, Одеська обл., Березівський р-н, місто Березівка, вул.Лікарняна, будинок 6",47.220741,30.799785,UA51,Odeska,UA5102,Berezivskyi,UA5102021,Raukhivska,UA5102021004,Zavodivka,38822156,public,0,
NHSU Dataset,04befafc-057d-4df4-abf3-b4d9521e5185,ID_26479164,КНП ОБЛАСНИЙ ПЕРИНАТАЛЬНИЙ ЦЕНТР ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ,Specialized,Спеціалізована,,office_rhmc@ukr.net,,"tel:+380960344338, +380412416720",Астрейко Олена Володимирівна,"Україна, 10004, Житомирська обл., місто Житомир, ВУЛИЦЯ РОМАНА ШУХЕВИЧА, будинок 2-А",50.281258,28.610388,UA18,Zhytomyrska,UA1804,Zhytomyrskyi,UA1804019,Zhytomyrska,UA1804019001,Zhytomyr,26479164,public,0,
NHSU Dataset,04d1445d-b619-42c6-af3a-4eaf90354822,ID_43963992,КНП ЦЕНТР ПЕРВИННОЇ МЕДИКО - САНІТАРНОЇ ДОПОМОГИ БІЛОЗЕРСЬКОЇ МІСЬКОЇ РАДИ,Primary,Первинна,,beloz.cpmsd@ukr.net,,tel:3.80504E+11,Токаренко Валентина Леонідівна,"Україна, 85013, Донецька обл., місто Добропілля(з), місто Білозерське(з), вул.Фестивальна, будинок 4",48.536795,37.057559,UA14,Donetska,UA1416,Pokrovskyi,UA1416003,Bilozerska,UA1416003001,Bilozerske,43963992,public,0,
NHSU Dataset,04df641c-78ea-4769-8dab-5d4273f5a846,ID_44641445,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ М СІТІ МЕД,Primary,Первинна,,mcitimed@gmail.com,,tel:3.80501E+11,Мілашовська Вікторія Олегівна,"Україна, 89600, Закарпатська обл., Мукачівський р-н, місто Мукачево, вул.Небесної Сотні, будинок 81",48.441878,22.703368,UA21,Zakarpatska,UA2104,Mukachivskyi,UA2104015,Mukachivska,UA2104015001,Mukachevo,44641445,public,0,
NHSU Dataset,04f38cdb-759b-4b11-985c-b50fde25249e,ID_01994758,КНП БЕРЕЗАНСЬКА МІСЬКА ЛІКАРНЯ БЕРЕЗАНСЬКОЇ МІСЬКОЇ РАДИ,Specialized,Спеціалізована,,lutsenko07541@gmail.com,,tel:3.80504E+11,Луценко Володимир Вікторович,"Україна, 07541, Київська обл., місто Березань, ВУЛИЦЯ МИХАЙЛІВСЬКА , будинок 50",50.192343,30.299482,UA32,Kyivska,UA3212,Obukhivskyi,UA3212003,Vasylkivska,UA3212003001,Vasylkiv,1994758,public,0,
NHSU Dataset,050978cb-1940-40c9-a6c0-86d245a68968,ID_02774645,КНП КОНСУЛЬТАТИВНО-ДІАГНОСТИЧНИЙ ЦЕНТР №29 ОДЕСЬКОЇ МІСЬКОЇ РАДИ,Primary,Первинна,,29plklnk@ukr.net,,tel:3.80488E+11,Стоянов Анатолій Петрович,"Україна, 65117, Одеська обл., місто Одеса, вул.Заболотного академіка, будинок 32 а",46.470211,30.730639,UA51,Odeska,UA5110,Odeskyi,UA5110027,Odeska,UA5110027001,Odesa,2774645,public,0,
NHSU Dataset,0526a5ac-84cb-43db-8cd7-97c29e8a9b92,ID_25695724,КНП КОНСУЛЬТАТИВНО-ДІАГНОСТИЧНИЙ ЦЕНТР ГОЛОСІЇВСЬКОГО РАЙОНУ М. КИЄВА,Specialized,Спеціалізована,,goloskdc@ukr.net,,tel:3.80443E+11,Омельчук Віталій Володимирович,"Україна, 03039, місто Київ, ПРОСПЕКТ ГОЛОСІЇВСЬКИЙ, будинок 59 А",50.398402,30.512126,UA80,Kyiv,UA8000,Kyiv,UA8000000,Kyiv,UA8000000000,Kyiv,25695724,public,0,
NHSU Dataset,054892fd-2a94-40a5-b76b-1cf7bbb00801,ID_43749272,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ІННОВАЦІЙНИЙ ЛІКУВАЛЬНО- ОЗДОРОВЧИЙ ЦЕНТР АЛА АТЛАНТІС,Primary,Первинна,,alaatlantis@ukr.net,,"tel:+380986342949, +380800330970",Горячева Катерина Вікторівна,"Україна, 49111, Дніпропетровська обл., місто Дніпро, пр.Науки, будинок 165, 2-поверх",48.425354,35.029208,UA12,Dnipropetrovska,UA1202,Dniprovskyi,UA1202001,Dniprovska,UA1202001001,Dnipro,43749272,public,0,
NHSU Dataset,05684a5b-2406-4e42-84b7-049064c71748,ID_38312285,ПРИВАТНЕ ПІДПРИЄМСТВО НОВА МЕДІКАЛ,Primary,Первинна,,vorzelwolf@gmail.com,,tel:3.80976E+11,Горай Василь Петрович,"Україна, 08600, Київська обл., Обухівський р-н, місто Васильків, вул.Соборна, будинок 66",50.175952,30.315246,UA32,Kyivska,UA3212,Obukhivskyi,UA3212003,Vasylkivska,UA3212003001,Vasylkiv,38312285,public,0,
NHSU Dataset,0577b863-1c3e-4950-8614-5ce02726da91,ID_44957136,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ЦЕНТР ТЕЛЕМЕТРИЧНОЇ МЕДИЦИНИ «ПОКЛИК»,Primary,Первинна,,doc4people23@gmail.com,,tel:3.80509E+11,Левін Кирило Петрович,"Україна, 04210, місто Київ, пр.Івасюка Володимира, будинок 20а",50.510114,30.512681,UA80,Kyiv,UA8000,Kyiv,UA8000000,Kyiv,UA8000000000,Kyiv,44957136,public,0,
NHSU Dataset,0599eb24-2b03-4b32-9ebe-447ef551b468,ID_23688424,КНП СМОЛІНСЬКА МЕДИКО-САНІТАРНА ЧАСТИНА СМОЛІНСЬКОЇ СЕЛИЩНОЇ РАДИ,Specialized,Спеціалізована,,smsh-17@ukr.net,,tel:3.80526E+11,Дударчук Микола Терентійович,"Україна, 26233, Кіровоградська обл., Новоукраїнський р-н, селище Смоліне, вул.Казакова, будинок 70",48.598887,31.291933,UA35,Kirovohradska,UA3506,Novoukrainskyi,UA3506023,Smolinska,UA3506023001,Smoline,23688424,public,0,
NHSU Dataset,05acb35d-ea39-43b2-9f96-5130a493bd78,ID_38156360,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ДІМ МЕДИЦИНИ,Specialized,Спеціалізована,,pmd@odrex-med.com,,tel:3.80487E+11,Арутюнян Тігран Рубікович,"Україна, 65006, Одеська обл., місто Одеса, ВУЛИЦЯ РОЗКИДАЙЛІВСЬКА, будинок 69/71",46.479984,30.701378,UA51,Odeska,UA5110,Odeskyi,UA5110027,Odeska,UA5110027001,Odesa,38156360,public,0,
NHSU Dataset,05b4922f-ea04-4442-a249-2068c7df1be9,ID_01998851,КНП РОЗДІЛЬНЯНСЬКА БАГАТОПРОФІЛЬНА ЛІКАРНЯ РОЗДІЛЬНЯНСЬКОЇ МІСЬКОЇ РАДИ,Primary,Первинна,,rozdilna_med@ukr.net,,tel:3.80485E+11,Гудима Вадим Анатолійович,"Україна, 67400, Одеська обл., Роздільнянський р-н, місто Роздільна, ВУЛИЦЯ ЄВРОПЕЙСЬКА, будинок 1",46.861623,30.074101,UA51,Odeska,UA5114,Rozdilnianskyi,UA5114013,Rozdilnianska,UA5114013001,Rozdilna,1998851,public,0,
NHSU Dataset,05fc9792-35c9-48ae-97f7-3ccc6eec3397,ID_01989088,КНП П'ЯТИХАТСЬКА ЦЕНТРАЛЬНА МІСЬКА ЛІКАРНЯ П'ЯТИХАТСЬКОЇ МІСЬКОЇ РАДИ,Primary,Первинна,,pyatmed@ukr.net,,tel:3.80678E+11,Шахман Ігор Анатолійович,"Україна, 52100, Дніпропетровська обл., Кам'янський р-н, місто П'ятихатки, вул.Свободи, будинок 13",48.397905,33.701695,UA12,Dnipropetrovska,UA1204,Kamianskyi,UA1204021,Piatykhatska,UA1204021001,Piatykhatky,1989088,public,0,
NHSU Dataset,05fe98c6-bacc-450d-a258-56009aae1773,ID_38270455,КНП ЛЕТИЧІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ ЛЕТИЧІВСЬКОЇ СЕЛИЩНОЇ РАДИ,Primary,Первинна,,let.cpmsd@ukr.net,,tel:3.80386E+11,Кухарук Наталія Леонідівна,"Україна, 31500, Хмельницька обл., Хмельницький р-н, селище Летичів, вул.Савіцького Юрія, будинок 36",49.383029,27.630627,UA68,Khmelnytska,UA6804,Khmelnytskyi,UA6804023,Letychivska,UA6804023001,Letychiv,38270455,public,0,
NHSU Dataset,06268564-9e09-4ae9-971a-9d65703cd4c9,ID_44917575,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ КЛІНІКА МЕДАРІЯ,Primary,Первинна,,medaria@ukr.net,,tel:3.80996E+11,Антонова Ганна Валеріївна,"Україна, 03027, Київська обл., Фастівський р-н, село Новосілки, Чабанівська ТГ, вул. Приміська, будинок 26, корпус Б, офіс 126",50.355879,30.438747,UA32,Kyivska,UA3214,Fastivskyi,UA3214017,Chabanivska,UA3214017002,Novosilky,44917575,public,0,
NHSU Dataset,0640c967-3d11-4bf2-b353-7b0284f13fa0,ID_40359914,КНП ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ СУРСЬКО-ЛИТОВСЬКОЇ СІЛЬСЬКОЇ РАДИ ДНІПРОВСЬКОГО РАЙОНУ ДНІПРОПЕТРОВСЬКОЇ ОБЛАСТІ,Specialized,Спеціалізована,,surlitmed@ukr.net,,tel:3.80567E+11,Сиротенко Андрій Євгенович,"Україна, 52064, Дніпропетровська обл., Дніпровський р-н, село Сурсько-Литовське, ВУЛИЦЯ ЦЕНТРАЛЬНА, будинок 7",48.334458,34.994921,UA12,Dnipropetrovska,UA1202,Dniprovskyi,UA1202013,Novooleksandrivska,UA1202013001,Novooleksandrivka,40359914,public,0,
NHSU Dataset,067163ad-78ec-45dd-b616-ea51b5b86c4d,ID_42487175,КНП ЧОПОВИЦЬКИЙ СЕЛИЩНИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ ЧОПОВИЦЬКОЇ СЕЛИЩНОЇ РАДИ,Primary,Первинна,,knp.chopovichi@ukr.net,,tel:3.80931E+11,Раєць Віктор Володимирович,"Україна, 11620, Житомирська обл., Малинський р-н, селище міського типу Чоповичі, ВУЛИЦЯ ВАЙСЕРА, будинок 46",50.826788,28.955482,UA18,Zhytomyrska,UA1806,Korostenskyi,UA1806025,Chopovytska,UA1806025001,Chopovychi,42487175,public,0,
NHSU Dataset,0680d188-7431-4bc0-b423-88f4960ccb58,ID_20763160,КНП БОРИНСЬКА РАЙОННА ЛІКАРНЯ БОРИНСЬКОЇ СЕЛИЩНОЇ РАДИ,Specialized,Спеціалізована,,borunskakml@gmail.com,,tel:3.80327E+11,Маркін Ігор Ілліч,"Україна, 82547, Львівська обл., Самбірський р-н, селище міського типу Бориня(з), вул.Миколайчука, будинок 90",49.07663,22.996853,UA46,Lvivska,UA4608,Sambirskyi,UA4608003,Borynska,UA4608003001,Borynia,20763160,public,0,
NHSU Dataset,06856362-f506-48d0-89ac-36a7d8d3961c,ID_37908965,КНП ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ МЕЖІВСЬКОЇ СЕЛИЩНОЇ РАДИ,Primary,Первинна,,mezhovacpmsd@ukr.net,,tel:3.80563E+11,Скочко Юлія Василівна,"Україна, 52900, Дніпропетровська обл., Синельниківський р-н, селище Межова, вул.Сонячна, будинок 12",48.264012,36.743805,UA12,Dnipropetrovska,UA1214,Synelnykivskyi,UA1214015,Mezhivska,UA1214015001,Mezhova,37908965,public,0,
NHSU Dataset,068eacfa-3e57-4636-b11a-b78117fb7300,ID_01896702,НАЦІОНАЛЬНИЙ УНІВЕРСИТЕТ ОХОРОНИ ЗДОРОВ'Я УКРАЇНИ ІМЕНІ П. Л. ШУПИКА,Specialized,Спеціалізована,,office@nuozu.edu.ua,,tel:3.80442E+11,Камінський В'ячеслав Володимирович,"Україна, 04112, місто Київ, ВУЛИЦЯ ДОРОГОЖИЦЬКА, будинок 9",50.469442,30.449171,UA80,Kyiv,UA8000,Kyiv,UA8000000,Kyiv,UA8000000000,Kyiv,1896702,public,0,
NHSU Dataset,06b38311-fc11-4977-a996-fadebb52dac8,ID_01981498,КНП КЛІНІЧНА ЛІКАРНЯ СВЯТОГО ПАНТЕЛЕЙМОНА СУМСЬКОЇ МІСЬКОЇ РАДИ,Specialized,Спеціалізована,,crkl.sumy@ukr.net,,tel:3.80543E+11,Поцелуєв Володимир Іванович,"Україна, 40007, Сумська обл., місто Суми, вул.Марко Вовчок, будинок 2",50.890796,34.83004,UA59,Sumska,UA5908,Sumskyi,UA5908027,Sumska,UA5908027001,Sumy,1981498,public,0,
NHSU Dataset,06f23e71-cd1c-4223-84ae-540bf8dad011,ID_05494840,КНП КИЇВСЬКА МІСЬКА КЛІНІЧНА ЛІКАРНЯ № 7 ВИКОНАВЧОГО ОРГАНУ КИЇВСЬКОЇ МІСЬКОЇ РАДИ (КИЇВСЬКОЇ МІСЬКОЇ ДЕРЖАВНОЇ АДМІНІСТРАЦІЇ),Specialized,Спеціалізована,,kmklikarnya7@gmail.com,,tel:3.80444E+11,Щербина Олександр Якович,"Україна, 03179, місто Київ, ВУЛИЦЯ КОТЕЛЬНИКОВА, будинок 95",50.449729,30.352287,UA80,Kyiv,UA8000,Kyiv,UA8000000,Kyiv,UA8000000000,Kyiv,5494840,public,0,
NHSU Dataset,070cfc40-5a19-4268-9eab-a63fa1850657,ID_05503705,КНП ТРЕТЯ ЧЕРКАСЬКА МІСЬКА ЛІКАРНЯ ШВИДКОЇ МЕДИЧНОЇ ДОПОМОГИ,Specialized,Спеціалізована,,hospital3@ukr.net,,tel:3.80473E+11,Федорук Олександр Леонідович,"Україна, 18028, Черкаська обл., місто Черкаси, ВУЛИЦЯ САМІЙЛА КІШКИ, будинок 210",49.409931,32.049626,UA71,Cherkaska,UA7108,Cherkaskyi,UA7108049,Cherkaska,UA7108049001,Cherkasy,5503705,public,0,
NHSU Dataset,072cee3e-ada3-43b8-a785-4460249e995f,ID_41372737,КНП ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ КОБЛЕВЕ КОБЛІВСЬКОЇ СІЛЬСЬКОЇ РАДИ,Primary,Первинна,,azps@i.ua,,tel:3.80634E+11,Вдовиченко Альона Юріївна,"Україна, 57453, Миколаївська обл., Миколаївський р-н, село Коблеве, вул.Степова, будинок 2",46.666183,31.206346,UA48,Mykolaivska,UA4806,Mykolaivskyi,UA4806009,Koblivska,UA4806009001,Kobleve,41372737,public,0,
NHSU Dataset,07397b6b-f9c7-4223-b68d-5ba8c019a5cc,ID_34549336,КНП ПРИЛУЦЬКА ЦЕНТРАЛЬНА МІСЬКА ЛІКАРНЯ,Specialized,Спеціалізована,,pcml_56@ukr.net,,"tel:+380506310578, +380463738001",Погоріла Яна Вікторівна,"Україна, 17500, Чернігівська обл., місто Прилуки, ВУЛИЦЯ КИЇВСЬКА , будинок 56",50.595293,32.352081,UA74,Chernihivska,UA7408,Prylutskyi,UA7408013,Prylutska,UA7408013001,Pryluky,34549336,public,0,
NHSU Dataset,074aee23-31af-46de-850b-2cf6e8b741e5,ID_31733636,КНП МІСЬКА ЛІКАРНЯ № 1 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ,Primary,Первинна,,lpz.osnova@ukr.net,,tel:3.80577E+11,Новіков Сергій Олександрович,"Україна, 61080, Харківська обл., місто Харків, ВУЛИЦЯ СОХОРА, будинок 5 А",49.929153,36.258136,UA63,Kharkivska,UA6312,Kharkivskyi,UA6312027,Kharkivska,UA6312027001,Kharkiv,31733636,public,0,
NHSU Dataset,074e9c9b-31dc-4aff-b99f-e8aeaacfe89c,ID_05493065,КНП АВДІЇВСЬКА ЦЕНТРАЛЬНА МІСЬКА ЛІКАРНЯ АВДІЇВСЬКОЇ МІСЬКОЇ РАДИ,Specialized,Спеціалізована,,acgb.avdeevka@ukr.net,,tel:3.80624E+11,Пурій Тетяна Валентинівна,"Україна, 86060, Донецька обл., місто Авдіївка, ВУЛИЦЯ КОМУНАЛЬНА, будинок 16",48.131689,37.7307,UA14,Donetska,UA1416,Pokrovskyi,UA1416001,Avdiivska,UA1416001001,Avdiivka,5493065,public,0,
NHSU Dataset,07774ddd-4827-4247-8f9c-28f1e75f6777,ID_02004350,КНП КРАСИЛІВСЬКА БАГАТОПРОФІЛЬНА ЛІКАРНЯ КРАСИЛІВСЬКОЇ МІСЬКОЇ РАДИ ХМЕЛЬНИЦЬКОГО РАЙОНУ ХМЕЛЬНИЦЬКОЇ ОБЛАСТІ,Specialized,Спеціалізована,,kr_crl@ukr.net,,tel:3.80386E+11,Дудко Денис Сергійович,"Україна, 31000, Хмельницька обл., Хмельницький р-н, місто Красилів, вул.Грушевського М., будинок 140",49.65334,26.968095,UA68,Khmelnytska,UA6804,Khmelnytskyi,UA6804021,Krasylivska,UA6804021001,Krasyliv,2004350,public,0,
