Data_Source,legal_entity_id,legal_edrpou_id,legal_title,legal_lat,legal_lng,Distance,division_id,division_name,division_type,division_phone,division_email,residence_area,residence_gromada_name,residence_gromada_koatuu,residence_region,residence_settlement_type,residence_settlement,residence_settlement_koatuu,residence_addresses,location,sdp_lat,sdp_lng,Admin1_Pcode,Admin1_Name,Admin2_Pcode,Admin2_Name,Admin3_Pcode,Admin3_Name,Admin4_Pcode,Admin4_Name,hf_type,,
NHSU Dataset,60ed9357-f802-460a-8f68-fa0e97e1f82c,ID_42486365,КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО НОВОВОЛИНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ НОВОВОЛИНСЬКОЇ МІСЬКОЇ РАДИ ВОЛИНСЬКОЇ ОБЛАСТІ,50.724775,24.171569,0.833770104,d9771956-8ac8-41c3-b0b8-cf68d9fb9529,АЗПСМ №2 (НОВОВОЛИНСЬКИЙ ЦПМСД),Амбулаторія,tel:+380977738260,amb2.nov@ukr.net,ВОЛИНСЬКА,НОВОВОЛИНСЬКА,710700000,NULL,місто,НОВОВОЛИНСЬК,710700000,"ВОЛИНСЬКА область, місто НОВОВОЛИНСЬК, провулок Поштовий, 1",01010000007E1D386744293840053411363C5D4940,50.7284,24.1612,UA07,Volynska,UA0702,Volodymyrskyi,UA0702013,Novovolynska,UA0702013001,Novovolynsk,Ambulotory,,
NHSU Dataset,60ed9357-f802-460a-8f68-fa0e97e1f82c,ID_42486365,КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО НОВОВОЛИНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ НОВОВОЛИНСЬКОЇ МІСЬКОЇ РАДИ ВОЛИНСЬКОЇ ОБЛАСТІ,50.724775,24.171569,0.751422007,0bf8964e-2d33-49dd-8a8c-3b92376e3832,АЗПСМ №3 (НОВОВОЛИНСЬКИЙ ЦПМСД),Амбулаторія,tel:+380334449023,amb3.nov@ukr.net,ВОЛИНСЬКА,НОВОВОЛИНСЬКА,710700000,NULL,місто,НОВОВОЛИНСЬК,710700000,"ВОЛИНСЬКА область, місто НОВОВОЛИНСЬК, проспект Дружби, 19",010100000029ED0DBE30293840CDCCCCCCCC5C4940,50.725,24.1609,UA07,Volynska,UA0702,Volodymyrskyi,UA0702013,Novovolynska,UA0702013001,Novovolynsk,Ambulotory,,
NHSU Dataset,60ed9357-f802-460a-8f68-fa0e97e1f82c,ID_42486365,КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО НОВОВОЛИНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ НОВОВОЛИНСЬКОЇ МІСЬКОЇ РАДИ ВОЛИНСЬКОЇ ОБЛАСТІ,50.724775,24.171569,0.18412624,28c32759-3fab-47f2-b7d5-a39e6c680338,АЗПСМ №4 (НОВОВОЛИНСЬКИЙ ЦПМСД),Амбулаторія,tel:+380977738260,pmsd.cml@nov-rada.gov.ua,ВОЛИНСЬКА,НОВОВОЛИНСЬКА,710700000,NULL,місто,НОВОВОЛИНСЬК,710700000,"ВОЛИНСЬКА область, місто НОВОВОЛИНСЬК, проспект Перемоги, 7",01010000002497FF907E2B3840F853E3A59B5C4940,50.7235,24.1699,UA07,Volynska,UA0702,Volodymyrskyi,UA0702013,Novovolynska,UA0702013001,Novovolynsk,Ambulotory,,
NHSU Dataset,61260d05-0603-4190-b467-3b3a1ed8e6d7,ID_38196712,КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ № 4 ДНІПРОВСЬКОГО РАЙОНУ МІСТА КИЄВА,50.450445,30.632842,1.408963528,4451ad89-b8bb-48dc-bf35-e4a54968be63,"КНП ЦПМСД № 4 ДНІПРОВСЬКОГО РАЙОНУ ЛОБАЧЕВСЬКОГО,2",Місце провадження діяльності,tel:+380443373771,dniprcpmsd4@ukr.net,М.КИЇВ,КИЇВ,8000000000,ДНІПРОВСЬКИЙ,місто,КИЇВ,8000000000,"М.КИЇВ, ДНІПРОВСЬКИЙ район, місто Київ, провулок Лобачевського, 2",0101000000FC523F6F2AA23E40E36BCF2C09384940,50.43778,30.63346,UA80,Kyiv,UA8000,Kyiv,UA8000000,Kyiv,UA8000000000,Kyiv,Ambulotory,,
NHSU Dataset,61260d05-0603-4190-b467-3b3a1ed8e6d7,ID_38196712,КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ № 4 ДНІПРОВСЬКОГО РАЙОНУ МІСТА КИЄВА,50.450445,30.632842,0.005382189,f64c232c-d6f4-404e-9cb9-223735d595ee,КНП ЦПМСД № 4 ДНІПРОВСЬКОГО РАЙОНУ М. КИЄВА АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ СІМЕЙНОЇ МЕДИЦИНИ № 1,Місце провадження діяльності,tel:+380445733517,kniazieva.tatyana@gmail.com,М.КИЇВ,КИЇВ,8000000000,NULL,місто,КИЇВ,8000000000,"М.КИЇВ, місто Київ, вулиця Пластова, 23",0101000000999EB0C403A23E40689604A8A9394940,50.45049,30.63287,UA80,Kyiv,UA8000,Kyiv,UA8000000,Kyiv,UA8000000000,Kyiv,Ambulotory,,
NHSU Dataset,617a77a7-7eae-4ccd-bd9b-848ead88053f,ID_37862093,КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ №2 КРИВОРІЗЬКОЇ МІСЬКОЇ РАДИ,47.942866,33.421537,11.51638246,26f4feb3-007e-4827-af30-c10b477ccc19,АМБУЛАТОРІЯ ЗПСМ № 1,Місце провадження діяльності,tel:+380676285449,cpmd2amb1@gmail.com,ДНІПРОПЕТРОВСЬКА,КРИВОРІЗЬКА,1211000000,NULL,місто,КРИВИЙ РІГ,1211000000,"ДНІПРОПЕТРОВСЬКА область, місто КРИВИЙ РІГ, вулиця Мусорського, 32А",010100000076711B0DE0BD4040F7E461A1D6044840,48.0378,33.4834,UA12,Dnipropetrovska,UA1206,Kryvorizkyi,UA1206017,Kryvorizka,UA1206017001,Kryvyi Rih,Ambulotory,,
NHSU Dataset,617a77a7-7eae-4ccd-bd9b-848ead88053f,ID_37862093,КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ №2 КРИВОРІЗЬКОЇ МІСЬКОЇ РАДИ,47.942866,33.421537,11.51638246,51f6b1fd-ec7e-4146-81ae-1c85fbd4b6f0,АМБУЛАТОРІЯ ЗПСМ№1 КНП ЦПМСД№2КМР,Місце провадження діяльності,"tel:+380676285449, +380564948140",cpmd2amb1@gmail.com,ДНІПРОПЕТРОВСЬКА,КРИВОРІЗЬКА,1211000000,NULL,місто,КРИВИЙ РІГ,1211000000,"ДНІПРОПЕТРОВСЬКА область, місто КРИВИЙ РІГ, вулиця Мусоргського, 32А",010100000076711B0DE0BD4040F7E461A1D6044840,48.0378,33.4834,UA12,Dnipropetrovska,UA1206,Kryvorizkyi,UA1206017,Kryvorizka,UA1206017001,Kryvyi Rih,Ambulotory,,
NHSU Dataset,617a77a7-7eae-4ccd-bd9b-848ead88053f,ID_37862093,КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ №2 КРИВОРІЗЬКОЇ МІСЬКОЇ РАДИ,47.942866,33.421537,13.83229297,231c9075-594a-4cf4-8834-cc489087d7f8,АМБУЛАТОРІЯ ЗПСМ№2 КНП ЦПМСД№2 КМР,Місце провадження діяльності,"tel:+380676285456, +380676285456",ambulatory2@ukr.net,ДНІПРОПЕТРОВСЬКА,КРИВОРІЗЬКА,1211000000,NULL,місто,КРИВИЙ РІГ,1211000000,"ДНІПРОПЕТРОВСЬКА область, місто КРИВИЙ РІГ, вулиця С.Колачевського, 55",0101000000F46C567DAEBE4040D6C56D3480074840,48.0586,33.4897,UA12,Dnipropetrovska,UA1206,Kryvorizkyi,UA1206017,Kryvorizka,UA1206017001,Kryvyi Rih,Ambulotory,,
NHSU Dataset,61f05421-ac5b-4469-9b03-a393ce5edd38,ID_38783657,КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ЛІВОБЕРЕЖНИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ №2 ЗАПОРІЗЬКОЇ МІСЬКОЇ РАДИ,47.851404,35.234909,0.014281219,e247253f-690a-4a12-a38c-81edcb42cf08,"МНП  АВРАМЕНКА, 4",Амбулаторія,tel:+380991818192,knp-cpmsd2@ukr.net,ЗАПОРІЗЬКА,ЗАПОРІЗЬКА,2310100000,NULL,місто,ЗАПОРІЖЖЯ,2310100000,"ЗАПОРІЗЬКА область, місто ЗАПОРІЖЖЯ, вулиця Авраменка, 4",01010000000D1CD0D2159E4140CFDC43C2F7EC4740,47.851311,35.235041,UA23,Zaporizka,UA2306,Zaporizkyi,UA2306007,Zaporizka,UA2306007001,Zaporizhzhia,Ambulotory,,
NHSU Dataset,61f05421-ac5b-4469-9b03-a393ce5edd38,ID_38783657,КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ЛІВОБЕРЕЖНИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ №2 ЗАПОРІЗЬКОЇ МІСЬКОЇ РАДИ,47.851404,35.234909,0.299614645,0ed141df-5705-44f1-813a-1789431e87df,"МНП АВРАМЕНКА,14-А",Амбулаторія,tel:+380991818192,knp-cpmsd2@ukr.net,ЗАПОРІЗЬКА,ЗАПОРІЗЬКА,2310100000,NULL,місто,ЗАПОРІЖЖЯ,2310100000,"ЗАПОРІЗЬКА область, місто ЗАПОРІЖЖЯ, вулиця Авраменка, 14-а",0101000000DDD1FF722D9E414077499C1551ED4740,47.854037,35.235762,UA23,Zaporizka,UA2306,Zaporizkyi,UA2306007,Zaporizka,UA2306007001,Zaporizhzhia,Ambulotory,,
NHSU Dataset,61f05421-ac5b-4469-9b03-a393ce5edd38,ID_38783657,КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ЛІВОБЕРЕЖНИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ №2 ЗАПОРІЗЬКОЇ МІСЬКОЇ РАДИ,47.851404,35.234909,0.014281219,02f15eef-2e50-4e1e-8762-eac36d063648,"МНП БРЮЛЛОВА, 6",Амбулаторія,tel:+380991818192,knp-cpmsd2@ukr.net,ЗАПОРІЗЬКА,ЗАПОРІЗЬКА,2310100000,NULL,місто,ЗАПОРІЖЖЯ,2310100000,"ЗАПОРІЗЬКА область, місто ЗАПОРІЖЖЯ, вулиця Брюллова, 6",01010000000D1CD0D2159E4140CFDC43C2F7EC4740,47.851311,35.235041,UA23,Zaporizka,UA2306,Zaporizkyi,UA2306007,Zaporizka,UA2306007001,Zaporizhzhia,Ambulotory,,
NHSU Dataset,61f05421-ac5b-4469-9b03-a393ce5edd38,ID_38783657,КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ЛІВОБЕРЕЖНИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ №2 ЗАПОРІЗЬКОЇ МІСЬКОЇ РАДИ,47.851404,35.234909,4.055464142,15a46db6-b1ff-4de9-846e-639775962fa6,"МНП ВІЙСЬКБУД, 77",Філія (інший відокремлений підрозділ),tel:+380991818192,knp-cpmsd2@ukr.net,ЗАПОРІЗЬКА,ЗАПОРІЗЬКА,2310100000,NULL,місто,ЗАПОРІЖЖЯ,2310100000,"ЗАПОРІЗЬКА область, місто ЗАПОРІЖЖЯ, вулиця Військбуд, 77",01010000009F58A7CAF7A44140AED4B32094ED4740,47.856083,35.288812,UA23,Zaporizka,UA2306,Zaporizkyi,UA2306007,Zaporizka,UA2306007001,Zaporizhzhia,Ambulotory,,
NHSU Dataset,61f05421-ac5b-4469-9b03-a393ce5edd38,ID_38783657,КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ЛІВОБЕРЕЖНИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ №2 ЗАПОРІЗЬКОЇ МІСЬКОЇ РАДИ,47.851404,35.234909,7.762531139,6fbcf17c-1c77-4774-b35f-b642f66fdf2b,"МНП ІСТОРИЧНА, 65",Амбулаторія,tel:+380991818192,knp-cpmsd2@ukr.net,ЗАПОРІЗЬКА,ЗАПОРІЗЬКА,2310100000,NULL,місто,ЗАПОРІЖЖЯ,2310100000,"ЗАПОРІЗЬКА область, місто ЗАПОРІЖЖЯ, вулиця Історична, 65",010100000069ACFD9DED9341404701A260C6F24740,47.896679,35.155689,UA23,Zaporizka,UA2306,Zaporizkyi,UA2306007,Zaporizka,UA2306007001,Zaporizhzhia,Ambulotory,,
NHSU Dataset,61f05421-ac5b-4469-9b03-a393ce5edd38,ID_38783657,КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ЛІВОБЕРЕЖНИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ №2 ЗАПОРІЗЬКОЇ МІСЬКОЇ РАДИ,47.851404,35.234909,2.289024022,8048c4fa-f7d0-41e6-bf5f-120fa42b96c7,"МНП КАРПЕНКО-КАРОГО, 7",Амбулаторія,tel:+380991818192,knp-cpmsd2@ukr.net,ЗАПОРІЗЬКА,ЗАПОРІЗЬКА,2310100000,NULL,місто,ЗАПОРІЖЖЯ,2310100000,"ЗАПОРІЗЬКА область, місто ЗАПОРІЖЖЯ, вулиця Карпенко-Карого, 7",0101000000F0879FFF1E9C414040A20914B1EA4740,47.833529,35.219696,UA23,Zaporizka,UA2306,Zaporizkyi,UA2306007,Zaporizka,UA2306007001,Zaporizhzhia,Ambulotory,,
NHSU Dataset,61f05421-ac5b-4469-9b03-a393ce5edd38,ID_38783657,КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ЛІВОБЕРЕЖНИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ №2 ЗАПОРІЗЬКОЇ МІСЬКОЇ РАДИ,47.851404,35.234909,3.960802081,07419b1e-a380-4f32-9f10-7d92f0430ce7,"МНП КУСТАНАЙСЬКА, 5",Філія (інший відокремлений підрозділ),tel:+380991818192,knp-cpmsd2@ukr.net,ЗАПОРІЗЬКА,ЗАПОРІЗЬКА,2310100000,NULL,місто,ЗАПОРІЖЖЯ,2310100000,"ЗАПОРІЗЬКА область, місто ЗАПОРІЖЖЯ, вулиця Кустанайська, 5",01010000006E4DBA2D9197414031EBC5504EEE4740,47.861765,35.184118,UA23,Zaporizka,UA2306,Zaporizkyi,UA2306007,Zaporizka,UA2306007001,Zaporizhzhia,Ambulotory,,
NHSU Dataset,61f05421-ac5b-4469-9b03-a393ce5edd38,ID_38783657,КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ЛІВОБЕРЕЖНИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ №2 ЗАПОРІЗЬКОЇ МІСЬКОЇ РАДИ,47.851404,35.234909,6.83997015,0df304bb-8d98-44ee-88df-0ca5d62bd186,"МНП ПЕРСПЕКТИВНА, 35-А",Амбулаторія,tel:+380971818192,knp-cpmsd2@ukr.net,ЗАПОРІЗЬКА,ЗАПОРІЗЬКА,2310100000,NULL,місто,ЗАПОРІЖЖЯ,2310100000,"ЗАПОРІЗЬКА область, місто ЗАПОРІЖЖЯ, вулиця Перспективна, 35-А",0101000000DCF126BF45954140C9CA2F8331F24740,47.892136,35.166191,UA23,Zaporizka,UA2306,Zaporizkyi,UA2306007,Zaporizka,UA2306007001,Zaporizhzhia,Ambulotory,,
NHSU Dataset,61f05421-ac5b-4469-9b03-a393ce5edd38,ID_38783657,КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ЛІВОБЕРЕЖНИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ №2 ЗАПОРІЗЬКОЇ МІСЬКОЇ РАДИ,47.851404,35.234909,2.905929127,dfb1e66e-b33f-4534-b82f-9717f3aef905,"МНП ХАРЧОВА, 2",Амбулаторія,tel:+380991818192,knp-cpmsd2@ukr.net,ЗАПОРІЗЬКА,ЗАПОРІЗЬКА,2310100000,NULL,місто,ЗАПОРІЖЖЯ,2310100000,"ЗАПОРІЗЬКА область, місто ЗАПОРІЖЖЯ, вулиця Харчова, 2",0101000000FDC0559E409C4140E84CDA54DDE94740,47.827067,35.220722,UA23,Zaporizka,UA2306,Zaporizkyi,UA2306007,Zaporizka,UA2306007001,Zaporizhzhia,Ambulotory,,
NHSU Dataset,61f05421-ac5b-4469-9b03-a393ce5edd38,ID_38783657,КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ЛІВОБЕРЕЖНИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ №2 ЗАПОРІЗЬКОЇ МІСЬКОЇ РАДИ,47.851404,35.234909,12.78136369,7676d393-8bd5-4a1a-97b0-4d45a3cc8ea6,"МНП ЦЕНТРАЛЬНА,8-Б",Філія (інший відокремлений підрозділ),tel:+380612862524,knp-cpmsd2@ukr.net,ЗАПОРІЗЬКА,ЗАПОРІЗЬКА,2310100000,NULL,місто,ЗАПОРІЖЖЯ,2310100000,"ЗАПОРІЗЬКА область, місто ЗАПОРІЖЖЯ, вулиця Центральна, 8Б",01010000005E10919A76A3414079758E01D9EF4740,47.9174624,35.0946406,UA23,Zaporizka,UA2306,Zaporizkyi,UA2306007,Zaporizka,UA2306007001,Zaporizhzhia,Ambulotory,,
NHSU Dataset,62d895de-0f8c-4146-8662-800390cbdc5e,ID_38580610,КОМУНАЛЬНЕ ПІДПРИЄМСТВО МАНЕВИЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ,51.290648,25.561283,1.846738241,76f7e429-cc5e-4bec-83b7-ca6c5e826c00,МАНЕВИЦЬКА АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ-СІМЕЙНОЇ МЕДИЦИНИ,Амбулаторія,tel:+380686255970,mazpsm@ukr.net,ВОЛИНСЬКА,МАНЕВИЦЬКА,723655100,КАМІНЬ-КАШИРСЬКИЙ,смт,МАНЕВИЧІ,723655100,"ВОЛИНСЬКА область, КАМІНЬ-КАШИРСЬКИЙ район, смт. МАНЕВИЧІ, вулиця Незалежності, 1-Л",01010000000000004446893940C9CF4B937FA44940,51.28514329,25.53622842,UA07,Volynska,UA0704,Kamin-Kashyrskyi,UA0704005,Manevytska,UA0704005001,Manevychi,Ambulotory,,
NHSU Dataset,62d895de-0f8c-4146-8662-800390cbdc5e,ID_38580610,КОМУНАЛЬНЕ ПІДПРИЄМСТВО МАНЕВИЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ,51.290648,25.561283,19.86369862,ef8308a9-1996-40be-a15d-200a6e8d5c0b,ТРОЯНІВСЬКА АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ-СІМЕЙНОЇ МЕДИЦИНИ,Амбулаторія,tel:+380969885048,mrcpmsd@ukr.net,ВОЛИНСЬКА,МАНЕВИЦЬКА,723655100,КАМІНЬ-КАШИРСЬКИЙ,село,ТРОЯНІВКА,723687301,"ВОЛИНСЬКА область, КАМІНЬ-КАШИРСЬКИЙ район, село ТРОЯНІВКА, вулиця Сергія Климчука, 4в",01010000007FFB3A70CE48394017B7D100DEAA4940,51.3349,25.2844,UA07,Volynska,UA0704,Kamin-Kashyrskyi,UA0704005,Manevytska,UA0704005032,Troianivka,Ambulotory,,
NHSU Dataset,62d895de-0f8c-4146-8662-800390cbdc5e,ID_38580610,КОМУНАЛЬНЕ ПІДПРИЄМСТВО МАНЕВИЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ,51.290648,25.561283,20.40464666,2d3e125b-c507-4b3d-9934-250c228864b9,ЦМІНІВСЬКА АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ-СІМЕЙНОЇ МЕДИЦИНИ,Амбулаторія,tel:+380673381567,mrcpmsd@ukr.net,ВОЛИНСЬКА,МАНЕВИЦЬКА,723655100,КАМІНЬ-КАШИРСЬКИЙ,село,ЦМІНИ,723687601,"ВОЛИНСЬКА область, КАМІНЬ-КАШИРСЬКИЙ район, село ЦМІНИ, вулиця Незалежності, 64",010100000026E4839ECDDA3940CC7F48BF7DA54940,51.2929,25.8547,UA07,Volynska,UA0704,Kamin-Kashyrskyi,UA0704005,Manevytska,UA0704005034,Tsminy,Ambulotory,,
NHSU Dataset,62d895de-0f8c-4146-8662-800390cbdc5e,ID_38580610,КОМУНАЛЬНЕ ПІДПРИЄМСТВО МАНЕВИЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ,51.290648,25.561283,23.41177481,126b3ba0-05c4-442c-9e67-82c0daaae6d9,ЧАРТОРИЙСЬКА АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ-СІМЕЙНОЇ МЕДИЦИНИ,Амбулаторія,tel:+380985167457,shostak.ch@gmail.com,ВОЛИНСЬКА,МАНЕВИЦЬКА,723655100,КАМІНЬ-КАШИРСЬКИЙ,село,ЧАРТОРИЙСЬК,723686601,"ВОЛИНСЬКА область, КАМІНЬ-КАШИРСЬКИЙ район, село Чарторийськ, вулиця Сокола, 103",0101000000A8C64B3789E13940302AA913D09C4940,51.2251,25.881,UA07,Volynska,UA0704,Kamin-Kashyrskyi,UA0704005,Manevytska,UA0704005031,Chartoryisk,Ambulotory,,
NHSU Dataset,643a78c0-fbc7-4a9d-8985-e9724a3f552d,ID_01996674,КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО 6-А МІСЬКА ПОЛІКЛІНІКА М. ЛЬВОВА,49.826763,24.073986,4.548152889,464f00a2-4768-43da-835a-cfcd67961e4a,2 ПОЛІКЛІНІЧНЕ ВІДДІЛЕННЯ,Філія (інший відокремлений підрозділ),tel:+380322470481,2pv_6kmp_vynnyky@ukr.net,ЛЬВІВСЬКА,ЛЬВІВСЬКА,4610100000,NULL,місто,ВИННИКИ,4610160300,"ЛЬВІВСЬКА область, місто ВИННИКИ, вулиця Галицька, 15",010100000020ED7F80B5223840CB9F6F0B96E84840,49.817079,24.135582,UA46,Lvivska,UA4606,Lvivskyi,UA4606025,Lvivska,UA4606025002,Vynnyky,Ambulotory,,
NHSU Dataset,643a78c0-fbc7-4a9d-8985-e9724a3f552d,ID_01996674,КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО 6-А МІСЬКА ПОЛІКЛІНІКА М. ЛЬВОВА,49.826763,24.073986,2.766491367,85dbe2f7-f425-4610-804a-9b60b8adae32,АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ - СІМЕЙНОЇ МЕДИЦИНИ 1 ПОЛІКЛІНІЧНОГО ВІДДІЛЕННЯ,Амбулаторія,tel:+380322470482,asl_6mp@ukr.net,ЛЬВІВСЬКА,ЛЬВІВСЬКА,4610100000,NULL,місто,ЛЬВІВ,4610100000,"ЛЬВІВСЬКА область, місто ЛЬВІВ, вулиця Глинянський Тракт, 154",01010000004F5AB8ACC21A384012DA722EC5EB4840,49.841955,24.104533,UA46,Lvivska,UA4606,Lvivskyi,UA4606025,Lvivska,UA4606025001,Lviv,Ambulotory,,
NHSU Dataset,643a78c0-fbc7-4a9d-8985-e9724a3f552d,ID_01996674,КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО 6-А МІСЬКА ПОЛІКЛІНІКА М. ЛЬВОВА,49.826763,24.073986,4.866496851,3261a84f-23e4-46d3-abcd-d5e56a71ac6a,АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ - СІМЕЙНОЇ МЕДИЦИНИ 2 ПОЛІКЛІНІНОГО ВІДДІЛЕННЯ,Амбулаторія,tel:+380322470483,knp6_vynna_gora@ukr.net,ЛЬВІВСЬКА,ЛЬВІВСЬКА,4610100000,NULL,місто,ВИННИКИ,4610160300,"ЛЬВІВСЬКА область, місто ВИННИКИ, вулиця Винна Гора, 30",0101000000F4160FEF39243840CFDBD8EC48E94840,49.822538,24.141509,UA46,Lvivska,UA4606,Lvivskyi,UA4606025,Lvivska,UA4606025002,Vynnyky,Ambulotory,,
NHSU Dataset,643a78c0-fbc7-4a9d-8985-e9724a3f552d,ID_01996674,КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО 6-А МІСЬКА ПОЛІКЛІНІКА М. ЛЬВОВА,49.826763,24.073986,3.523059299,e60cfe14-f83b-4a1a-adfb-69e6a9a26323,АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ - СІМЕЙНОЇ МЕДИЦИНИ С. ЛИСИНИЧІ,Амбулаторія,tel:+380322470485,lisiniciazpsm@gmail.com,ЛЬВІВСЬКА,ЛЬВІВСЬКА,4610100000,NULL,село,ЛИСИНИЧІ,4623683801,"ЛЬВІВСЬКА область, село ЛИСИНИЧІ, вулиця Львівська, 1А",0101000000A988D349B61E38400398327040EB4840,49.837904,24.119969,UA46,Lvivska,UA4606,Lvivskyi,UA4606025,Lvivska,UA4606025013,Lysynychi,Ambulotory,,
NHSU Dataset,643a78c0-fbc7-4a9d-8985-e9724a3f552d,ID_01996674,КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО 6-А МІСЬКА ПОЛІКЛІНІКА М. ЛЬВОВА,49.826763,24.073986,0.025288018,0fc93cf4-5476-44cb-9501-7712a039b088,ВІДДІЛЕННЯ ЗАГАЛЬНОЇ ПРАКТИКИ СІМЕЙНОЇ МЕДИЦИНИ №1,Філія (інший відокремлений підрозділ),tel:+380322470480,zpsm1_2@ukr.net,ЛЬВІВСЬКА,ЛЬВІВСЬКА,4610100000,NULL,місто,ЛЬВІВ,4610100000,"ЛЬВІВСЬКА область, місто ЛЬВІВ, вулиця Медової Печери, 1",010100000021C9ACDEE1123840DE1D19ABCDE94840,49.826589,24.073759,UA46,Lvivska,UA4606,Lvivskyi,UA4606025,Lvivska,UA4606025001,Lviv,Ambulotory,,
